Time,ID,Behaviour,Zone,Meerkat type,Close_neighbours,Distant_neighbours,Coordinates
411,0,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17122.556243767962;64624.268389068544;-33956.53561286256]
412,0,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17122.556243767962;64624.268389068544;-33956.53561286256]
413,0,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17122.556243767962;64624.268389068544;-33956.53561286256]
414,0,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17122.556243767962;64624.268389068544;-33956.53561286256]
415,0,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17122.556243767962;64624.268389068544;-33956.53561286256]
416,0,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17122.556243767962;64624.268389068544;-33956.53561286256]
417,0,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17122.556243767962;64624.268389068544;-33956.53561286256]
418,0,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17122.556243767962;64624.268389068544;-33956.53561286256]
419,0,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17122.556243767962;64624.268389068544;-33956.53561286256]
420,0,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17122.556243767962;64624.268389068544;-33956.53561286256]
421,0,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17122.556243767962;64624.268389068544;-33956.53561286256]
422,0,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17122.556243767962;64624.268389068544;-33956.53561286256]
423,0,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17122.556243767962;64624.268389068544;-33956.53561286256]
424,0,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17122.556243767962;64624.268389068544;-33956.53561286256]
425,0,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17122.556243767962;64624.268389068544;-33956.53561286256]
426,0,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17122.556243767962;64624.268389068544;-33956.53561286256]
427,0,Low sitting/standing (stationary),Mound,Adult,{},{},[-17677.471465319395;64751.82931792736;-33795.37415483594]
429,0,Moving,Mound,Adult,{},{},[-23942.491730719805;60501.080967247486;-21628.96387821436]
430,0,Moving,Mound,Adult,{},{},[-16292.10189819336;66260.86169672012;-23132.332296848297]
431,0,Moving,Mound,Adult,{},{},[-3863.213373403065;59978.043584525585;-17059.61824543029]
432,0,Moving,Around Mound,Adult,{},{},[12983.07264270354;62319.183772951365;-7944.295402527321]
436,0,Moving,Right Sand Area,Adult,{},{},[140716.25990247726;93460.192923069;2921.84121793136]
443,24,High sitting/standing (Vigilant),Left Sticks Area,Adult,{},{},[-58554.87078975141;54845.74535283446;-19403.231654398143]
444,25,High sitting/standing (Vigilant),Left Sticks Area,Adult,{},{},[-55413.122670441866;58669.382147241384;-10655.946384735405]
444,24,High sitting/standing (Vigilant),Left Sticks Area,Adult,{},{},[-58554.87078975141;54845.74535283446;-19403.231654398143]
445,25,High sitting/standing (Vigilant),Left Sticks Area,Adult,{},{},[-55413.122670441866;58669.382147241384;-10655.946384735405]
445,24,High sitting/standing (Vigilant),Left Sticks Area,Adult,{},{},[-58554.87078975141;54845.74535283446;-19403.231654398143]
446,25,High sitting/standing (Vigilant),Left Sticks Area,Adult,{},{},[-55337.6192856729;58708.96192478761;-10653.79619048722]
446,24,High sitting/standing (Vigilant),Left Sticks Area,Adult,{},{},[-58554.87078975141;54845.74535283446;-19403.231654398143]
447,25,High sitting/standing (Vigilant),Left Sticks Area,Adult,{},{},[-55337.6192856729;58708.96192478761;-10653.79619048722]
447,24,High sitting/standing (Vigilant),Left Sticks Area,Adult,{},{},[-58455.52721744776;54847.46947354078;-19392.51854723692]
448,25,High sitting/standing (Vigilant),Left Sticks Area,Adult,{},{},[-55337.6192856729;58708.96192478761;-10653.79619048722]
448,24,High sitting/standing (Vigilant),Left Sticks Area,Adult,{},{},[-58347.72794504464;54841.32392054796;-19381.70805040747]
449,25,High sitting/standing (Vigilant),Left Sticks Area,Adult,{},{},[-55337.6192856729;58708.96192478761;-10653.79619048722]
449,24,High sitting/standing (Vigilant),Left Sticks Area,Adult,{},{},[-58554.87078975141;54845.74535283446;-19403.231654398143]
450,25,High sitting/standing (Vigilant),Left Sticks Area,Adult,{},{},[-55337.6192856729;58708.96192478761;-10653.79619048722]
450,24,High sitting/standing (Vigilant),Left Sticks Area,Adult,{},{},[-58554.87078975141;54845.74535283446;-19403.231654398143]
451,25,High sitting/standing (Vigilant),Left Sticks Area,Adult,{},{},[-55337.6192856729;58708.96192478761;-10653.79619048722]
451,24,High sitting/standing (Vigilant),Left Sticks Area,Adult,{},{},[-58554.87078975141;54845.74535283446;-19403.231654398143]
452,25,High sitting/standing (Vigilant),Left Sticks Area,Adult,{},{},[-55337.6192856729;58708.96192478761;-10653.79619048722]
452,24,High sitting/standing (Vigilant),Left Sticks Area,Adult,{},{},[-58554.87078975141;54845.74535283446;-19403.231654398143]
453,25,High sitting/standing (Vigilant),Left Sticks Area,Adult,{},{},[-55337.6192856729;58708.96192478761;-10653.79619048722]
453,24,High sitting/standing (Vigilant),Left Sticks Area,Adult,{},{},[-58554.87078975141;54845.74535283446;-19403.231654398143]
454,25,High sitting/standing (Vigilant),Left Sticks Area,Adult,{26},{26},[-55337.6192856729;58708.96192478761;-10653.79619048722]
454,24,High sitting/standing (Vigilant),Left Sticks Area,Adult,{},{26},[-58554.87078975141;54845.74535283446;-19403.231654398143]
454,26,High sitting/standing (Vigilant),Left Sticks Area,Adult,{25},{24;25},[-55728.55243909359;57445.713736236095;-13673.4410841465]
455,25,High sitting/standing (Vigilant),Left Sticks Area,Adult,{26},{26},[-55337.6192856729;58708.96192478761;-10653.79619048722]
455,24,High sitting/standing (Vigilant),Left Sticks Area,Adult,{},{26},[-58554.87078975141;54845.74535283446;-19403.231654398143]
455,26,High sitting/standing (Vigilant),Left Sticks Area,Adult,{25},{24;25},[-55728.55243909359;57445.713736236095;-13673.4410841465]
456,25,High sitting/standing (Vigilant),Left Sticks Area,Adult,{26},{26},[-55337.6192856729;58708.96192478761;-10653.79619048722]
456,24,High sitting/standing (Vigilant),Left Sticks Area,Adult,{},{26},[-58554.87078975141;54845.74535283446;-19403.231654398143]
456,26,High sitting/standing (Vigilant),Left Sticks Area,Adult,{25},{24;25},[-55728.55243909359;57445.713736236095;-13673.4410841465]
457,25,High sitting/standing (Vigilant),Left Sticks Area,Adult,{26},{26},[-55337.6192856729;58708.96192478761;-10653.79619048722]
457,24,High sitting/standing (Vigilant),Left Sticks Area,Adult,{},{26},[-58554.87078975141;54845.74535283446;-19403.231654398143]
457,26,High sitting/standing (Vigilant),Left Sticks Area,Adult,{25},{24;25},[-55728.55243909359;57445.713736236095;-13673.4410841465]
458,25,High sitting/standing (Vigilant),Left Sticks Area,Adult,{26},{26},[-55337.6192856729;58708.96192478761;-10653.79619048722]
458,24,High sitting/standing (Vigilant),Left Sticks Area,Adult,{},{26},[-58554.87078975141;54845.74535283446;-19403.231654398143]
458,26,High sitting/standing (Vigilant),Left Sticks Area,Adult,{25},{24;25},[-55728.55243909359;57445.713736236095;-13673.4410841465]
459,25,High sitting/standing (Vigilant),Left Sticks Area,Adult,{26},{26},[-55337.6192856729;58708.96192478761;-10653.79619048722]
459,24,High sitting/standing (Vigilant),Left Sticks Area,Adult,{},{26},[-58554.87078975141;54845.74535283446;-19403.231654398143]
459,26,High sitting/standing (Vigilant),Left Sticks Area,Adult,{25},{24;25},[-55728.55243909359;57445.713736236095;-13673.4410841465]
460,25,High sitting/standing (Vigilant),Left Sticks Area,Adult,{26},{26},[-55337.6192856729;58708.96192478761;-10653.79619048722]
460,24,High sitting/standing (Vigilant),Left Sticks Area,Adult,{},{26},[-58554.87078975141;54845.74535283446;-19403.231654398143]
460,26,High sitting/standing (Vigilant),Left Sticks Area,Adult,{25},{24;25},[-55728.55243909359;57445.713736236095;-13673.4410841465]
461,25,High sitting/standing (Vigilant),Left Sticks Area,Adult,{26},{26},[-55337.6192856729;58708.96192478761;-10653.79619048722]
461,24,High sitting/standing (Vigilant),Left Sticks Area,Adult,{},{26},[-58554.87078975141;54845.74535283446;-19403.231654398143]
461,26,High sitting/standing (Vigilant),Left Sticks Area,Adult,{25},{24;25},[-55728.55243909359;57445.713736236095;-13673.4410841465]
462,25,High sitting/standing (Vigilant),Left Sticks Area,Adult,{26},{26},[-55337.6192856729;58708.96192478761;-10653.79619048722]
462,24,High sitting/standing (Vigilant),Left Sticks Area,Adult,{},{26},[-58554.87078975141;54845.74535283446;-19403.231654398143]
462,26,High sitting/standing (Vigilant),Left Sticks Area,Adult,{25},{24;25},[-55728.55243909359;57445.713736236095;-13673.4410841465]
463,25,High sitting/standing (Vigilant),Left Sticks Area,Adult,{26},{26},[-55337.6192856729;58708.96192478761;-10653.79619048722]
463,24,High sitting/standing (Vigilant),Left Sticks Area,Adult,{},{26},[-58554.87078975141;54845.74535283446;-19403.231654398143]
463,26,High sitting/standing (Vigilant),Left Sticks Area,Adult,{25},{24;25},[-55728.55243909359;57445.713736236095;-13673.4410841465]
464,25,High sitting/standing (Vigilant),Left Sticks Area,Adult,{26},{26},[-55337.6192856729;58708.96192478761;-10653.79619048722]
464,24,High sitting/standing (Vigilant),Left Sticks Area,Adult,{},{26},[-58554.87078975141;54845.74535283446;-19403.231654398143]
464,26,High sitting/standing (Vigilant),Left Sticks Area,Adult,{25},{24;25},[-55728.55243909359;57445.713736236095;-13673.4410841465]
465,25,High sitting/standing (Vigilant),Left Sticks Area,Adult,{26},{26},[-55337.6192856729;58708.96192478761;-10653.79619048722]
465,24,High sitting/standing (Vigilant),Left Sticks Area,Adult,{},{26},[-58647.41702532023;54837.598247118294;-19408.384344087914]
465,26,High sitting/standing (Vigilant),Left Sticks Area,Adult,{25},{24;25},[-55728.55243909359;57445.713736236095;-13673.4410841465]
466,25,High sitting/standing (Vigilant),Left Sticks Area,Adult,{26},{26},[-55337.6192856729;58708.96192478761;-10653.79619048722]
466,24,High sitting/standing (Vigilant),Left Sticks Area,Adult,{},{26},[-58733.50243193656;54825.86175438389;-19411.46488188766]
466,26,High sitting/standing (Vigilant),Left Sticks Area,Adult,{25},{24;25},[-55728.55243909359;57445.713736236095;-13673.4410841465]
467,25,High sitting/standing (Vigilant),Left Sticks Area,Adult,{26},{26},[-55337.6192856729;58708.96192478761;-10653.79619048722]
467,24,High sitting/standing (Vigilant),Left Sticks Area,Adult,{},{26},[-58733.50243193656;54825.86175438389;-19411.46488188766]
467,26,High sitting/standing (Vigilant),Left Sticks Area,Adult,{25},{24;25},[-55728.55243909359;57445.713736236095;-13673.4410841465]
468,24,High sitting/standing (Vigilant),Left Sticks Area,Adult,{},{26},[-58733.50243193656;54825.86175438389;-19411.46488188766]
468,26,Moving,Left Sticks Area,Adult,{},{24},[-55357.94593679905;57510.62042646855;-13572.133132169023]
469,24,High sitting/standing (Vigilant),Left Sticks Area,Adult,{},{},[-58733.50243193656;54825.86175438389;-19411.46488188766]
470,24,High sitting/standing (Vigilant),Left Sticks Area,Adult,{},{},[-58733.50243193656;54825.86175438389;-19411.46488188766]
471,25,High sitting/standing (Vigilant),Left Sticks Area,Adult,{},{},[-49621.08952667564;58272.31568643451;-13157.416959738359]
471,24,High sitting/standing (Vigilant),Left Sticks Area,Adult,{},{26},[-58733.50243193656;54825.86175438389;-19411.46488188766]
471,26,Low sitting/standing (stationary),Left Sticks Area,Adult,{},{24},[-59111.09866940975;57154.97216977179;-14136.594583399594]
472,25,High sitting/standing (Vigilant),Left Sticks Area,Adult,{},{},[-49529.96995230019;58160.0787640214;-13294.974658802152]
472,24,High sitting/standing (Vigilant),Left Sticks Area,Adult,{},{26},[-58733.50243193656;54825.86175438389;-19411.46488188766]
472,26,Low sitting/standing (stationary),Left Sticks Area,Adult,{},{24},[-59111.09866940975;57154.97216977179;-14136.594583399594]
473,25,Moving,Left Sticks Area,Adult,{},{},[-48879.24739229679;58257.21542620659;-13259.129697412252]
473,24,High sitting/standing (Vigilant),Left Sticks Area,Adult,{},{26},[-58783.3014087975;54874.777573019266;-19347.27965296805]
473,26,Low sitting/standing (stationary),Left Sticks Area,Adult,{},{24},[-59111.09866940975;57154.97216977179;-14136.594583399594]
473,27,Raised Guarding (Vigilant),Background,Adult,{},{},[-44436.44238572195;52785.61680764705;-22034.743807194754]
474,25,Moving,Around Mound,Adult,{},{},[-41754.1628626585;58566.48223185539;-14175.789165437222]
474,24,High sitting/standing (Vigilant),Left Sticks Area,Adult,{},{},[-58783.3014087975;54874.777573019266;-19347.27965296805]
474,27,Raised Guarding (Vigilant),Background,Adult,{},{},[-44436.44238572195;52785.61680764705;-22034.743807194754]
475,24,High sitting/standing (Vigilant),Left Sticks Area,Adult,{},{},[-58783.3014087975;54874.777573019266;-19347.27965296805]
475,27,Raised Guarding (Vigilant),Background,Adult,{},{},[-44436.44238572195;52785.61680764705;-22034.743807194754]
476,24,High sitting/standing (Vigilant),Left Sticks Area,Adult,{},{},[-58783.3014087975;54874.777573019266;-19347.27965296805]
476,27,Raised Guarding (Vigilant),Background,Adult,{},{},[-44436.44238572195;52785.61680764705;-22034.743807194754]
477,24,High sitting/standing (Vigilant),Left Sticks Area,Adult,{},{},[-58783.3014087975;54874.777573019266;-19347.27965296805]
477,27,Raised Guarding (Vigilant),Background,Adult,{},{},[-44454.80549330264;52816.45091856271;-21969.975977428257]
478,24,High sitting/standing (Vigilant),Left Sticks Area,Adult,{},{},[-58783.3014087975;54874.777573019266;-19347.27965296805]
478,26,Moving,Left Sticks Area,Adult,{},{},[-57051.51858250797;58435.358383119106;-9980.20464658551]
478,27,Raised Guarding (Vigilant),Background,Adult,{},{},[-44454.80549330264;52816.45091856271;-21969.975977428257]
479,24,High sitting/standing (Vigilant),Left Sticks Area,Adult,{},{},[-58783.3014087975;54874.777573019266;-19347.27965296805]
479,26,Low sitting/standing (stationary),Left Sticks Area,Adult,{},{},[-58881.89854824543;58061.82609319687;-9802.008843332529]
479,27,Raised Guarding (Vigilant),Background,Adult,{},{},[-44454.80549330264;52816.45091856271;-21969.975977428257]
480,24,Raised Guarding (Vigilant),Left Sticks Area,Adult,{},{},[-58783.3014087975;54874.777573019266;-19347.27965296805]
480,26,Low sitting/standing (stationary),Left Sticks Area,Adult,{},{29},[-58459.29921436682;58188.92492227256;-9706.226906497963]
480,27,Raised Guarding (Vigilant),Background,Adult,{},{},[-44454.80549330264;52816.45091856271;-21969.975977428257]
480,29,Moving,Left Sticks Area,Adult,{},{26},[-52268.38252826035;58905.08324280381;-11884.40342950821]
480,28,High sitting/standing (Vigilant),Mound,Adult,{},{},[-29897.92505057901;57600.353310495615;-19873.341899640858]
481,24,Raised Guarding (Vigilant),Left Sticks Area,Adult,{},{},[-58783.3014087975;54874.777573019266;-19347.27965296805]
481,26,Low sitting/standing (stationary),Left Sticks Area,Adult,{},{},[-58020.72838896513;58299.59627816081;-9690.354046791792]
481,27,Raised Guarding (Vigilant),Background,Adult,{},{},[-44470.84293177724;52844.435579270124;-21903.446756199002]
481,29,Moving,Mound,Adult,{},{},[-38679.869276463985;59140.76526360214;-14583.562132518739]
481,28,High sitting/standing (Vigilant),Mound,Adult,{},{},[-29897.92505057901;57600.353310495615;-19873.341899640858]
482,24,Raised Guarding (Vigilant),Left Sticks Area,Adult,{},{},[-58783.3014087975;54874.777573019266;-19347.27965296805]
482,26,Moving,Left Sticks Area,Adult,{},{},[-57857.95783549547;58361.29070208594;-9518.132031138986]
482,27,Raised Guarding (Vigilant),Background,Adult,{},{},[-44470.84293177724;52844.435579270124;-21903.446756199002]
482,28,High sitting/standing (Vigilant),Mound,Adult,{},{},[-29897.92505057901;57600.353310495615;-19873.341899640858]
483,24,Raised Guarding (Vigilant),Left Sticks Area,Adult,{},{},[-58783.3014087975;54874.777573019266;-19347.27965296805]
483,26,Moving,Left Sticks Area,Adult,{},{},[-57291.51167166233;58457.50600062311;-9663.130126021802]
483,27,Raised Guarding (Vigilant),Background,Adult,{},{},[-44470.84293177724;52844.435579270124;-21903.446756199002]
483,28,High sitting/standing (Vigilant),Mound,Adult,{},{},[-29897.92505057901;57600.353310495615;-19873.341899640858]
484,24,Raised Guarding (Vigilant),Left Sticks Area,Adult,{},{},[-58783.3014087975;54874.777573019266;-19347.27965296805]
484,27,Raised Guarding (Vigilant),Background,Adult,{},{},[-44470.84293177724;52844.435579270124;-21903.446756199002]
484,28,High sitting/standing (Vigilant),Mound,Adult,{},{},[-29897.92505057901;57600.353310495615;-19873.341899640858]
485,24,Raised Guarding (Vigilant),Left Sticks Area,Adult,{},{},[-58783.3014087975;54874.777573019266;-19347.27965296805]
485,27,Raised Guarding (Vigilant),Background,Adult,{},{},[-44470.84293177724;52844.435579270124;-21903.446756199002]
485,28,High sitting/standing (Vigilant),Mound,Adult,{},{},[-29985.405205011368;57600.82222686708;-19880.983428038657]
486,24,Raised Guarding (Vigilant),Left Sticks Area,Adult,{},{},[-58783.3014087975;54874.777573019266;-19347.27965296805]
486,27,Raised Guarding (Vigilant),Background,Adult,{},{},[-44490.629740059376;52873.90590298176;-21835.182692855597]
486,28,High sitting/standing (Vigilant),Mound,Adult,{},{},[-29985.405205011368;57600.82222686708;-19880.983428038657]
486,30,Moving,Around Mound,Adult,{},{},[-39939.74582988396;60227.20292593911;-13757.652669431642]
487,24,Raised Guarding (Vigilant),Left Sticks Area,Adult,{},{},[-58783.3014087975;54874.777573019266;-19347.27965296805]
487,27,Raised Guarding (Vigilant),Background,Adult,{},{},[-44490.629740059376;52873.90590298176;-21835.182692855597]
487,28,High sitting/standing (Vigilant),Mound,Adult,{},{},[-29985.405205011368;57600.82222686708;-19880.983428038657]
487,30,Moving,Around Mound,Adult,{},{},[-41305.39808581397;60986.240420497954;-12767.56521620974]
488,24,Raised Guarding (Vigilant),Left Sticks Area,Adult,{},{},[-58783.3014087975;54874.777573019266;-19347.27965296805]
488,27,Raised Guarding (Vigilant),Background,Adult,{},{},[-44490.629740059376;52873.90590298176;-21835.182692855597]
488,28,High sitting/standing (Vigilant),Mound,Adult,{},{},[-30073.66120006144;57604.469057079405;-19891.859692262486]
488,30,Moving,Mound,Adult,{},{},[-39126.76931837201;60464.430639117956;-13898.108824409544]
489,24,Raised Guarding (Vigilant),Left Sticks Area,Adult,{},{},[-58783.3014087975;54874.777573019266;-19347.27965296805]
489,27,Raised Guarding (Vigilant),Background,Adult,{},{},[-44490.629740059376;52873.90590298176;-21835.182692855597]
489,28,High sitting/standing (Vigilant),Mound,Adult,{},{30},[-30073.66120006144;57604.469057079405;-19891.859692262486]
489,30,Moving,Mound,Adult,{},{28},[-32085.347237229347;57019.58779668808;-15601.216789603233]
490,24,Raised Guarding (Vigilant),Left Sticks Area,Adult,{},{},[-58783.3014087975;54874.777573019266;-19347.27965296805]
490,27,Raised Guarding (Vigilant),Background,Adult,{},{},[-44519.70116946101;52917.49600952864;-21775.136816218495]
490,28,High sitting/standing (Vigilant),Mound,Adult,{30},{30},[-30073.66120006144;57604.469057079405;-19891.859692262486]
490,30,Moving,Mound,Adult,{28},{28},[-27133.933644110337;57973.15554172173;-18391.687752647325]
491,24,Raised Guarding (Vigilant),Left Sticks Area,Adult,{},{},[-58783.3014087975;54874.777573019266;-19347.27965296805]
491,27,Raised Guarding (Vigilant),Background,Adult,{},{},[-44519.70116946101;52917.49600952864;-21775.136816218495]
491,28,High sitting/standing (Vigilant),Mound,Adult,{},{30},[-30073.66120006144;57604.469057079405;-19891.859692262486]
491,30,Moving,Mound,Adult,{},{28},[-24564.558811597526;60852.26197644323;-20979.196320153773]
492,24,Raised Guarding (Vigilant),Left Sticks Area,Adult,{},{},[-58783.3014087975;54874.777573019266;-19347.27965296805]
492,27,Raised Guarding (Vigilant),Background,Adult,{},{},[-44519.70116946101;52917.49600952864;-21775.136816218495]
492,28,High sitting/standing (Vigilant),Mound,Adult,{},{},[-30073.66120006144;57604.469057079405;-19891.859692262486]
492,30,Moving,Mound,Adult,{},{},[-23295.01494860649;64681.665321588516;-23865.7307035923]
493,24,Raised Guarding (Vigilant),Left Sticks Area,Adult,{},{},[-58783.3014087975;54874.777573019266;-19347.27965296805]
493,27,Raised Guarding (Vigilant),Background,Adult,{},{},[-44519.70116946101;52917.49600952864;-21775.136816218495]
493,28,High sitting/standing (Vigilant),Mound,Adult,{},{},[-30073.66120006144;57604.469057079405;-19891.859692262486]
493,30,Low sitting/standing (stationary),Mound,Adult,{},{},[-23361.078021883965;64619.70710670948;-23851.96223142743]
493,32,Moving,Left Sticks Area,Adult,{},{},[-56598.19043294713;58418.3527636081;-10366.918369621038]
494,24,Raised Guarding (Vigilant),Left Sticks Area,Adult,{},{},[-58783.3014087975;54874.777573019266;-19347.27965296805]
494,27,Raised Guarding (Vigilant),Background,Adult,{},{},[-44552.00982761383;52964.850764751434;-21716.36483693123]
494,28,High sitting/standing (Vigilant),Mound,Adult,{},{},[-30073.66120006144;57604.469057079405;-19891.859692262486]
494,30,Low sitting/standing (stationary),Mound,Adult,{},{},[-23430.0588991642;64558.7656519413;-23838.650625288486]
495,24,Raised Guarding (Vigilant),Left Sticks Area,Adult,{},{31},[-58783.3014087975;54874.777573019266;-19347.27965296805]
495,27,Raised Guarding (Vigilant),Background,Adult,{},{},[-44552.00982761383;52964.850764751434;-21716.36483693123]
495,28,High sitting/standing (Vigilant),Mound,Adult,{},{},[-30073.66120006144;57604.469057079405;-19891.859692262486]
495,30,Low sitting/standing (stationary),Mound,Adult,{},{},[-23430.0588991642;64558.7656519413;-23838.650625288486]
495,31,Moving,Left Sticks Area,Adult,{},{24},[-54495.85542126;57626.23755127564;-13524.415085240267]
496,24,Raised Guarding (Vigilant),Left Sticks Area,Adult,{},{31},[-58783.3014087975;54874.777573019266;-19347.27965296805]
496,27,Raised Guarding (Vigilant),Background,Adult,{},{},[-44552.00982761383;52964.850764751434;-21716.36483693123]
496,28,High sitting/standing (Vigilant),Mound,Adult,{},{},[-30156.18943312764;57599.37297666073;-19898.470828279853]
496,30,Low sitting/standing (stationary),Mound,Adult,{},{},[-23495.93173681572;64501.46592885256;-23826.568914726377]
496,32,Moving,Left Sticks Area,Adult,{},{31},[-60505.49371320009;57720.76076221466;-10197.129150137305]
496,31,Moving,Left Sticks Area,Adult,{},{32;24},[-54540.80063743889;57677.994689483196;-13369.538071737625]
497,24,Raised Guarding (Vigilant),Left Sticks Area,Adult,{},{31},[-58783.3014087975;54874.777573019266;-19347.27965296805]
497,27,Raised Guarding (Vigilant),Background,Adult,{},{},[-44552.00982761383;52964.850764751434;-21716.36483693123]
497,28,High sitting/standing (Vigilant),Mound,Adult,{},{},[-30156.18943312764;57599.37297666073;-19898.470828279853]
497,30,Low sitting/standing (stationary),Mound,Adult,{},{},[-23562.205724257976;64435.74829991907;-23808.188875049353]
497,32,Moving,Left Sticks Area,Adult,{},{31},[-59745.23147949949;57832.01954475418;-10163.885692284442]
497,31,Moving,Left Sticks Area,Adult,{},{32;24},[-54832.10195720941;57645.26587770507;-13388.494235848077]
498,24,Raised Guarding (Vigilant),Left Sticks Area,Adult,{},{31},[-58783.3014087975;54874.777573019266;-19347.27965296805]
498,27,Raised Guarding (Vigilant),Background,Adult,{},{},[-44552.00982761383;52964.850764751434;-21716.36483693123]
498,28,High sitting/standing (Vigilant),Mound,Adult,{},{},[-30156.18943312764;57599.37297666073;-19898.470828279853]
498,30,Raised Guarding (Vigilant),Mound,Adult,{},{},[-23562.205724257976;64435.74829991907;-23808.188875049353]
498,32,Low sitting/standing (stationary),Left Sticks Area,Adult,{},{31},[-59846.183724194765;57823.65049548447;-10168.694763340056]
498,31,Moving,Left Sticks Area,Adult,{},{32;24},[-55025.60190957785;57621.33638125658;-13398.098455026746]
499,24,Raised Guarding (Vigilant),Left Sticks Area,Adult,{},{31},[-58783.3014087975;54874.777573019266;-19347.27965296805]
499,27,Raised Guarding (Vigilant),Background,Adult,{},{},[-44552.00982761383;52964.850764751434;-21716.36483693123]
499,28,High sitting/standing (Vigilant),Background,Adult,{},{},[-30231.226897329092;57572.1309286356;-19897.513877257705]
499,30,Raised Guarding (Vigilant),Mound,Adult,{},{},[-23562.205724257976;64435.74829991907;-23808.188875049353]
499,32,Moving,Left Sticks Area,Adult,{},{31},[-59947.308599576354;57815.566778451204;-10176.29313987866]
499,31,High sitting/standing (Vigilant),Left Sticks Area,Adult,{},{32;24},[-55684.5094127655;57518.024691551924;-13517.837087508291]
500,24,Raised Guarding (Vigilant),Left Sticks Area,Adult,{},{31},[-58783.3014087975;54874.777573019266;-19347.27965296805]
500,27,Raised Guarding (Vigilant),Background,Adult,{},{},[-44552.00982761383;52964.850764751434;-21716.36483693123]
500,28,High sitting/standing (Vigilant),Background,Adult,{},{},[-30231.226897329092;57572.1309286356;-19897.513877257705]
500,30,Raised Guarding (Vigilant),Mound,Adult,{},{},[-23562.205724257976;64435.74829991907;-23808.188875049353]
500,32,Moving,Left Sticks Area,Adult,{},{31},[-59745.23147949949;57832.01954475418;-10163.885692284442]
500,31,High sitting/standing (Vigilant),Left Sticks Area,Adult,{},{32;24},[-55684.5094127655;57518.024691551924;-13517.837087508291]
501,24,Raised Guarding (Vigilant),Left Sticks Area,Adult,{},{31},[-58783.3014087975;54874.777573019266;-19347.27965296805]
501,27,Raised Guarding (Vigilant),Background,Adult,{},{},[-44552.00982761383;52964.850764751434;-21716.36483693123]
501,28,High sitting/standing (Vigilant),Background,Adult,{},{},[-30231.226897329092;57572.1309286356;-19897.513877257705]
501,30,Raised Guarding (Vigilant),Mound,Adult,{},{},[-23562.205724257976;64435.74829991907;-23808.188875049353]
501,32,Moving,Left Sticks Area,Adult,{},{31},[-59324.21574783325;57956.386209487915;-9901.325501203537]
501,31,High sitting/standing (Vigilant),Left Sticks Area,Adult,{},{32;24},[-55684.5094127655;57518.024691551924;-13517.837087508291]
502,24,Raised Guarding (Vigilant),Left Sticks Area,Adult,{},{31},[-58783.3014087975;54874.777573019266;-19347.27965296805]
502,27,Raised Guarding (Vigilant),Background,Adult,{},{},[-44552.00982761383;52964.850764751434;-21716.36483693123]
502,30,Raised Guarding (Vigilant),Mound,Adult,{},{},[-23562.205724257976;64435.74829991907;-23808.188875049353]
502,32,Moving,Left Sticks Area,Adult,{},{31},[-58704.40873277187;58101.265054523945;-9795.954641133547]
502,31,High sitting/standing (Vigilant),Left Sticks Area,Adult,{},{32;24},[-55684.5094127655;57518.024691551924;-13517.837087508291]
503,24,Raised Guarding (Vigilant),Left Sticks Area,Adult,{},{31},[-58783.3014087975;54874.777573019266;-19347.27965296805]
503,27,Raised Guarding (Vigilant),Background,Adult,{},{},[-44552.00982761383;52964.850764751434;-21716.36483693123]
503,30,Raised Guarding (Vigilant),Mound,Adult,{},{},[-23562.205724257976;64435.74829991907;-23808.188875049353]
503,32,Moving,Left Sticks Area,Adult,{},{31},[-57977.3220513463;58255.6282145381;-9933.463232472539]
503,31,High sitting/standing (Vigilant),Left Sticks Area,Adult,{},{32;24},[-55684.5094127655;57518.024691551924;-13517.837087508291]
504,24,Raised Guarding (Vigilant),Left Sticks Area,Adult,{},{31},[-58783.3014087975;54874.777573019266;-19347.27965296805]
504,27,Raised Guarding (Vigilant),Background,Adult,{},{},[-44552.00982761383;52964.850764751434;-21716.36483693123]
504,30,Raised Guarding (Vigilant),Mound,Adult,{},{},[-23562.205724257976;64435.74829991907;-23808.188875049353]
504,31,High sitting/standing (Vigilant),Left Sticks Area,Adult,{},{24},[-55684.5094127655;57518.024691551924;-13517.837087508291]
505,24,Raised Guarding (Vigilant),Left Sticks Area,Adult,{},{31},[-58783.3014087975;54874.777573019266;-19347.27965296805]
505,27,Raised Guarding (Vigilant),Background,Adult,{},{},[-44552.00982761383;52964.850764751434;-21716.36483693123]
