Time,ID,Behaviour,Zone,Meerkat type,Close_neighbours,Distant_neighbours,Coordinates
317,37,Foraging,Waiting Area,Adult,{},{},[28463.955620110035;53661.03753697872;9658.991792231798]
317,41,Low sitting/standing (stationary),Waiting Area,Adult,{},{},[27953.960910793394;49258.84275779128;-13186.864693071693]
317,35,Foraging,Waiting Area,Adult,{},{},[16811.207081664354;50789.601973079145;-5831.649952356704]
317,42,Foraging,Waiting Area,Adult,{},{},[37083.71980381012;54040.10476398468;12912.00114953518]
317,44,Moving,Background,Adult,{},{},[37888.7882297039;38231.15902709961;-21951.752427369356]
317,46,Foraging,Foraging,Adult,{},{31},[16012.845147870481;43823.688831835985;-17331.141661569476]
318,29,Foraging,Waiting Area,Adult,{},{},[15151.482527446002;53140.64045470953;7477.085492854938]
318,30,Foraging,Waiting Area,Adult,{},{},[9649.391929535195;48707.555698908865;-13565.392371926457]
318,31,Foraging,Waiting Area,Adult,{},{41;46},[19577.90699968487;49458.29569462687;-14320.80142644234]
318,37,Foraging,Waiting Area,Adult,{},{},[28896.73531526327;53622.19031526148;9613.61327201128]
318,41,Low sitting/standing (stationary),Waiting Area,Adult,{},{31},[26070.359986985102;49101.80358305201;-13944.777365264483]
318,35,Foraging,Waiting Area,Adult,{},{},[20249.943578839302;50885.61126756668;-5939.392854318023]
318,42,Foraging,Waiting Area,Adult,{},{},[36811.09640482813;53907.9513463676;12443.441679643467]
318,44,Moving,Background,Adult,{},{},[37888.7882297039;38231.15902709961;-21951.752427369356]
318,46,Foraging,Foraging,Adult,{},{31},[15887.471437970176;43811.97736891359;-17365.22097170353]
319,29,Foraging,Waiting Area,Adult,{},{},[17685.34096645564;53232.492673650384;6403.896298501641]
319,30,Foraging,Waiting Area,Adult,{},{},[9675.360284104943;48769.93423837423;-13461.032817348838]
319,31,Foraging,Waiting Area,Adult,{},{46},[17983.82462395914;49307.606254752725;-14344.27339543216]
319,37,Foraging,Waiting Area,Adult,{},{42},[29264.835132598877;53603.71964979172;9576.062191486359]
319,41,Low sitting/standing (stationary),Waiting Area,Adult,{},{},[26352.35856152326;49159.70724000037;-14401.672147823498]
319,35,Foraging,Waiting Area,Adult,{},{},[22509.991225177422;51075.118592850864;-4978.908475391101]
319,42,Foraging,Waiting Area,Adult,{},{37},[36605.64159524441;53846.5521966815;12068.012103524059]
319,44,Moving,Background,Adult,{},{},[37888.7882297039;38231.15902709961;-21951.752427369356]
319,46,Foraging,Foraging,Adult,{},{31},[15767.841412186623;43805.74264574051;-17341.227166175842]
320,29,Foraging,Waiting Area,Adult,{},{},[18880.52668696642;53329.5959122777;6285.657333225012]
320,30,Foraging,Waiting Area,Adult,{},{31},[9700.912784829736;48800.066410660744;-13284.209906354547]
320,31,Foraging,Waiting Area,Adult,{},{30;46},[17519.678337335587;49284.78662228584;-14260.339066624641]
320,37,Foraging,Waiting Area,Adult,{},{42},[29604.527797933668;53553.36489614099;9467.52949657105]
320,41,Low sitting/standing (stationary),Waiting Area,Adult,{},{},[26751.68568277359;49047.663677953184;-13988.784896209836]
320,42,Foraging,Waiting Area,Adult,{},{37},[36477.27514640987;53774.839075013995;11686.543262444437]
320,44,Moving,Background,Adult,{},{},[37888.7882297039;38231.15902709961;-21951.752427369356]
320,46,Foraging,Foraging,Adult,{},{31},[15704.000008821487;43793.92582428455;-17324.589197456837]
321,29,Foraging,Waiting Area,Adult,{},{},[19969.891371879727;53303.88355615735;6158.9938237527385]
321,30,Foraging,Waiting Area,Adult,{},{31},[9724.642561023124;48804.04920948297;-13101.353835442103]
321,31,Foraging,Waiting Area,Adult,{},{30;46},[17237.515535384417;49233.69936001301;-14265.500306919217]
321,37,Foraging,Waiting Area,Adult,{},{42},[30879.572546243668;53586.9640789032;9509.385192871094]
321,41,Low sitting/standing (stationary),Waiting Area,Adult,{},{},[26743.24575807154;49049.808770388365;-14121.212684310973]
321,42,Foraging,Waiting Area,Adult,{},{37},[37274.70277316123;53634.7386970669;11086.020950954407]
321,44,Moving,Background,Adult,{},{},[37827.92629882693;38245.04974898696;-21940.816226236522]
321,46,Foraging,Foraging,Adult,{},{31},[15583.790370501578;43788.07088590041;-17300.763292653486]
322,29,Foraging,Waiting Area,Adult,{},{},[20706.07777199149;53425.44041481614;6977.919194404036]
322,30,Foraging,Waiting Area,Adult,{},{31},[9887.521643899381;48840.80442893505;-12819.280630569905]
322,31,Foraging,Waiting Area,Adult,{},{30;46},[17171.75379829295;49232.828286696225;-14254.507764351554]
322,37,Foraging,Waiting Area,Adult,{},{},[32715.597790658474;53529.20484983921;8923.484033495188]
322,41,Low sitting/standing (stationary),Waiting Area,Adult,{},{},[26833.853490797803;49102.3043609187;-14279.396343620494]
322,35,Moving,Waiting Area,Adult,{},{},[12735.472583644092;52959.40658095479;7855.103170804679]
322,42,Foraging,Waiting Area,Adult,{},{},[46631.72808520496;52166.812213256955;7817.241438532248]
322,44,Moving,Background,Adult,{},{},[37827.92629882693;38245.04974898696;-21940.816226236522]
322,46,Foraging,Foraging,Adult,{},{31},[15814.014032772742;43898.049549132586;-17199.096562460065]
323,29,Foraging,Waiting Area,Adult,{},{35},[19257.5215668194;53421.90409772843;6729.161762795411]
323,30,Foraging,Waiting Area,Adult,{},{31},[10795.313494868577;49140.62520034611;-12020.984888277948]
323,31,Foraging,Waiting Area,Adult,{},{30;46},[17108.722401991487;49231.167390823364;-14243.595378614962]
323,37,Foraging,Waiting Area,Adult,{},{},[29254.536015562713;53233.73114272952;6772.979462012649]
323,41,Low sitting/standing (stationary),Waiting Area,Adult,{},{},[26937.673434734344;49178.79011654854;-14444.475322306156]
323,35,Moving,Waiting Area,Adult,{},{29},[12327.736638577655;52898.51677618548;8357.15493294876]
323,42,Foraging,Waiting Area,Adult,{},{},[44977.78846132755;52015.90342319012;7371.014305979013]
323,44,Moving,Background,Adult,{},{},[37742.2735093236;38234.402863264084;-21978.170953899622]
323,46,Foraging,Foraging,Adult,{},{31},[16281.95452734828;44113.65870630741;-16874.79215335846]
324,29,Foraging,Waiting Area,Adult,{},{},[15564.71554664895;53003.12076109648;5943.750902028754]
324,30,Foraging,Waiting Area,Adult,{},{},[8858.415222972631;48696.70492243767;-12882.7412776649]
324,31,Foraging,Waiting Area,Adult,{},{46},[16849.218897491693;49227.18539613485;-14199.172585368156]
324,37,Foraging,Waiting Area,Adult,{},{},[24923.713416378945;53621.56336093694;8852.091820085421]
324,41,Low sitting/standing (stationary),Waiting Area,Adult,{},{},[27004.544132232666;49322.34941959381;-14619.636347055435]
324,35,Moving,Waiting Area,Adult,{},{},[14365.19754389301;53531.334150761366;16840.637266606092]
324,42,Foraging,Waiting Area,Adult,{},{},[46779.52445042133;52206.59400522709;7890.980137303472]
324,44,Moving,Background,Adult,{},{},[37742.2735093236;38234.402863264084;-21978.170953899622]
324,46,Foraging,Foraging,Adult,{},{31},[16730.202441349626;44274.60597649217;-16584.844806786627]
325,29,Moving,Waiting Area,Adult,{},{},[6970.737663462758;51305.04585745931;-694.4095541832503]
325,30,Foraging,Waiting Area,Adult,{},{31},[9311.689203381538;48704.22635102272;-13263.009524166584]
325,31,Foraging,Waiting Area,Adult,{},{30},[16590.76927679777;49226.7104735896;-14156.920662702993]
325,37,Foraging,Waiting Area,Adult,{},{},[24979.072956368327;53577.2768740356;8004.78166161105]
325,41,Low sitting/standing (stationary),Waiting Area,Adult,{},{},[27065.687850933522;49451.31537831575;-14786.337661784142]
325,35,Moving,Waiting Area,Adult,{},{},[15945.609540082514;53773.01418861747;19361.811819911003]
325,42,Foraging,Waiting Area,Adult,{},{},[50000.77535983175;52054.75261710584;7898.01378520485]
325,44,Moving,Background,Adult,{},{},[37742.2735093236;38234.402863264084;-21978.170953899622]
326,29,Moving,Waiting Area,Adult,{},{},[-1100.7972012148239;47927.21129395813;-8085.101314696483]
326,30,Foraging,Waiting Area,Adult,{},{31},[9028.42366944626;48647.71367187053;-13458.594806548208]
326,31,Foraging,Waiting Area,Adult,{},{30},[16404.142786556855;49243.68427351862;-14129.880257403478]
326,37,Foraging,Waiting Area,Adult,{},{},[26092.33877518773;53516.401071965694;7747.196264781058]
326,41,Low sitting/standing (stationary),Waiting Area,Adult,{},{},[26994.6259649992;49462.46423184872;-14843.553378015757]
326,35,Low sitting/standing (stationary),Waiting Area,Adult,{},{},[18456.52156526968;53787.57935128361;16600.40880719945]
326,42,Foraging,Waiting Area,Adult,{},{},[50427.854437828064;52346.32702732086;8543.480397820473]
326,44,Moving,Background,Adult,{},{},[37742.2735093236;38234.402863264084;-21978.170953899622]
327,29,Foraging,Waiting Area,Adult,{},{},[-1103.0691061837133;48253.725403193384;-6344.88223041594]
327,30,Foraging,Waiting Area,Adult,{},{31},[8741.339651433751;48510.469319708645;-13569.572509370744]
327,31,Foraging,Waiting Area,Adult,{},{30},[16220.944033686072;49265.19908873737;-14104.425221651793]
327,37,Foraging,Waiting Area,Adult,{},{},[25492.892553925514;53484.32935732603;7798.298025600612]
327,41,Low sitting/standing (stationary),Waiting Area,Adult,{},{},[26848.462168976665;49455.469979554415;-14815.924253374338]
327,35,Low sitting/standing (stationary),Waiting Area,Adult,{},{},[18158.27264223993;53596.56742748618;11789.958239473403]
327,42,Foraging,Waiting Area,Adult,{},{},[51237.33083961159;52454.06349559873;8526.392229951918]
328,29,Foraging,Waiting Area,Adult,{},{},[-647.489140946418;48286.88934290409;-6527.141484774649]
328,30,Foraging,Waiting Area,Adult,{},{},[7410.643149813637;48128.120648525655;-13834.923096906394]
328,31,Foraging,Waiting Area,Adult,{},{},[15649.462377546355;49303.17639762908;-14082.376417821273]
328,37,Foraging,Waiting Area,Adult,{},{},[24868.389490127563;53544.66677713394;7871.499055087566]
328,41,Low sitting/standing (stationary),Waiting Area,Adult,{},{},[26712.35056772828;49468.31946836412;-14794.230308737606]
328,35,Low sitting/standing (stationary),Waiting Area,Adult,{},{},[16963.70685064979;53501.63865652308;11890.096632975154]
328,42,Foraging,Waiting Area,Adult,{},{},[52219.272035598755;52620.45650815964;8509.573682427406]
329,30,Foraging,Waiting Area,Adult,{},{},[6803.197527110577;48146.21171092987;-13874.068782806396]
329,31,Foraging,Waiting Area,Adult,{},{},[15238.075750738382;49242.99226844311;-14129.52172267437]
329,37,Foraging,Waiting Area,Adult,{},{},[24715.872490286827;53526.33884727955;7883.112783379853]
329,41,Low sitting/standing (stationary),Waiting Area,Adult,{},{},[25939.046359941363;49834.07874752581;-15261.928014658391]
329,35,Moving,Waiting Area,Adult,{},{},[-521.8697044341825;48127.27813667059;-7355.081493470818]
329,42,Foraging,Waiting Area,Adult,{},{},[55225.298823051155;52720.67006486654;8689.323807684705]
330,30,Foraging,Waiting Area,Adult,{},{31},[7460.646579951048;48105.83494305611;-13898.05422115326]
330,31,Foraging,Waiting Area,Adult,{},{30},[15042.118413954973;49204.05606737733;-14026.59025029093]
330,37,Foraging,Waiting Area,Adult,{},{},[24937.297320863232;53540.85105334595;7864.472363655921]
330,41,Low sitting/standing (stationary),Waiting Area,Adult,{},{},[26101.641843646765;49884.75513253361;-15370.638435898349]
330,35,Moving,Foraging,Adult,{},{},[-2563.864602608606;45284.21197594702;-12497.656072102487]
330,42,Foraging,Waiting Area,Adult,{},{},[58684.70521092415;52889.84447038174;8634.661498218775]
331,30,Foraging,Waiting Area,Adult,{},{31},[8296.599401161075;48235.06352412701;-13743.943785816431]
331,31,Foraging,Waiting Area,Adult,{},{30},[14581.835623957217;49189.35622662306;-13438.049979038537]
331,37,Foraging,Waiting Area,Adult,{},{},[25210.94493927434;53499.84143321961;7829.299301770516]
331,41,Low sitting/standing (stationary),Waiting Area,Adult,{},{},[26336.191016435623;49773.96342763677;-15321.882641135715]
331,42,Foraging,Waiting Area,Adult,{},{},[58806.63516026735;52899.33182400465;8628.435863185674]
332,30,Foraging,Waiting Area,Adult,{},{31},[8578.914932551794;48391.243680007756;-13700.309433758259]
332,31,Foraging,Waiting Area,Adult,{},{30},[14314.844143095426;49227.908389721066;-13020.866571141407]
332,37,Foraging,Waiting Area,Adult,{},{},[25419.775812625885;53482.98910570145;7804.481462836266]
332,41,Low sitting/standing (stationary),Waiting Area,Adult,{},{},[26475.005534231663;49756.61032149196;-15276.237352918833]
332,42,Foraging,Waiting Area,Adult,{},{},[58806.63516026735;52899.33182400465;8628.435863185674]
333,30,Low sitting/standing (stationary),Waiting Area,Adult,{},{31},[8026.964634945616;48145.033255603164;-13806.234694512561]
333,31,Foraging,Waiting Area,Adult,{},{30},[14255.999134456739;49222.66011182964;-12948.862124254927]
333,37,Foraging,Waiting Area,Adult,{},{},[25621.534521490335;53474.02908195555;7716.135152973235]
333,41,Low sitting/standing (stationary),Waiting Area,Adult,{},{},[26537.058250576258;49720.888315454125;-15146.119256652892]
333,42,Foraging,Waiting Area,Adult,{},{},[58684.70521092415;52889.84447038174;8634.661498218775]
334,30,Low sitting/standing (stationary),Waiting Area,Adult,{},{31},[7401.405768685974;48107.046034403145;-13888.444555936381]
334,31,Foraging,Waiting Area,Adult,{},{30},[14389.177259683609;49236.619776286185;-12971.313363356516]
334,37,Foraging,Waiting Area,Adult,{},{},[25279.935646533966;53437.61881685257;7534.481043815613]
334,41,Low sitting/standing (stationary),Waiting Area,Adult,{},{},[27747.509354032576;49355.56818956137;-12837.318857531995]
334,42,Foraging,Waiting Area,Adult,{},{},[58580.07558822632;52894.62049102783;8641.922183036804]
335,30,Low sitting/standing (stationary),Waiting Area,Adult,{},{31},[7282.597982447594;48110.91687318683;-13873.497853897512]
335,31,Foraging,Waiting Area,Adult,{},{30},[14755.203018147498;49244.31864981353;-13158.713301373646]
335,37,Foraging,Waiting Area,Adult,{},{},[24937.821182072163;53425.48268136382;7291.583198878914]
335,41,Low sitting/standing (stationary),Waiting Area,Adult,{},{},[27799.890253528953;49429.83807080984;-12726.952662052587]
335,42,Foraging,Waiting Area,Adult,{},{},[58368.50412493944;52902.63306260109;8652.216182038188]
335,48,Moving,Background,Adult,{},{},[37742.2735093236;38234.402863264084;-21978.170953899622]
336,30,Foraging,Waiting Area,Adult,{},{31},[7449.390710428357;48230.94008832052;-13681.102971976623]
336,31,Foraging,Waiting Area,Adult,{},{30},[15044.279324799776;49214.41268068552;-13391.11672513187]
336,37,Foraging,Waiting Area,Adult,{},{},[26525.749479532242;53524.20949959755;7639.778820827603]
336,41,Low sitting/standing (stationary),Waiting Area,Adult,{},{},[27799.890253528953;49429.83807080984;-12726.952662052587]
336,42,Foraging,Waiting Area,Adult,{},{},[58368.50412493944;52902.63306260109;8652.216182038188]
336,48,Moving,Background,Adult,{},{},[38054.75641492009;38245.92485353351;-21935.919806689024]
337,30,Foraging,Waiting Area,Adult,{},{31},[9608.184354394674;48171.881440877914;-15053.158814921975]
337,31,Foraging,Waiting Area,Adult,{},{30},[15348.138305400498;49232.081898368895;-13633.88363653794]
337,37,Foraging,Waiting Area,Adult,{},{},[27965.803357958794;53420.729152202606;7552.885417073965]
337,41,Low sitting/standing (stationary),Waiting Area,Adult,{},{},[27533.8180603981;49357.90430164337;-12800.73964548111]
337,42,Foraging,Waiting Area,Adult,{},{},[58141.70811158419;52896.912276536226;8662.91680175811]
337,48,Moving,Background,Adult,{},{},[38076.56315109879;38269.16203093529;-21888.455836925656]
338,30,Foraging,Waiting Area,Adult,{},{31},[10208.091910100542;48979.31047973037;-14735.724191309884]
338,31,Foraging,Waiting Area,Adult,{},{49;30;50},[15670.693954057992;49291.101517647505;-13826.799384545535]
338,37,Foraging,Waiting Area,Adult,{},{},[27821.57558656484;53433.7707054466;7568.486425205134]
338,41,Low sitting/standing (stationary),Waiting Area,Adult,{},{},[27296.851278960705;49350.12845531106;-12955.554412126541]
338,42,Foraging,Waiting Area,Adult,{},{},[58017.30113220215;52882.966804504395;8666.272798538208]
338,48,Moving,Background,Adult,{},{},[38254.10417069495;38295.30785546452;-21816.373614005744]
338,49,Moving,Foraging,Adult,{50},{31;50},[19584.992130450904;44134.25576086342;-16899.03617924452]
338,50,Moving,Waiting Area,Adult,{49},{31;49},[20365.46593110636;47583.97099971026;-17490.314414408058]
339,30,Foraging,Waiting Area,Adult,{},{31},[10617.94629523158;49015.49548500776;-13917.320878896862]
339,31,Foraging,Waiting Area,Adult,{},{49;30},[15659.3819251135;49293.96965068579;-13954.347658429295]
339,37,Foraging,Waiting Area,Adult,{},{},[27605.434593984857;53447.45041505247;7590.558556649368]
339,41,Low sitting/standing (stationary),Waiting Area,Adult,{},{51},[26103.65178231895;49143.923726797104;-13826.621204778552]
339,42,Foraging,Waiting Area,Adult,{},{},[57913.095192074776;52887.76411730051;8670.039944827557]
339,48,Moving,Background,Adult,{},{},[38421.02613648772;38311.69085242599;-21740.476251034066]
339,49,Moving,Foraging,Adult,{},{31},[16724.97183151543;44040.92283568159;-16994.16713150218]
339,51,Moving,Waiting Area,Adult,{},{41},[27522.643071770668;50318.51770681143;-9439.408004539087]
340,30,Foraging,Waiting Area,Adult,{},{31;49},[10965.233433241025;49196.94631959498;-14015.571111686528]
340,31,Foraging,Waiting Area,Adult,{},{49;30},[15649.462377546355;49303.17639762908;-14082.376417821273]
340,37,Foraging,Waiting Area,Adult,{},{},[27375.00404626131;53457.17630723119;7545.366722796112]
340,41,Low sitting/standing (stationary),Waiting Area,Adult,{},{51},[26195.815059185028;49121.902429163456;-14300.817469339818]
340,42,Foraging,Waiting Area,Adult,{},{},[57809.92598646879;52894.650950834155;8677.136973198503]
340,48,Moving,Background,Adult,{},{},[39202.26696353406;38329.975090272725;-21690.21291046962]
340,49,Moving,Foraging,Adult,{},{31;30},[16199.66056355834;44184.972399920225;-16759.073280990124]
340,51,Moving,Waiting Area,Adult,{},{41},[28139.184643685818;50584.85243546963;-8507.288106679916]
341,30,Foraging,Waiting Area,Adult,{},{31},[11099.40778654255;49234.77157326043;-14047.187914701179]
341,31,Foraging,Waiting Area,Adult,{},{30},[15643.206910529174;49301.267577107996;-14145.965230618604]
341,37,Foraging,Waiting Area,Adult,{},{},[28581.35597240925;53388.87396615744;7697.221642449498]
341,41,Low sitting/standing (stationary),Waiting Area,Adult,{},{51},[26642.078157514334;49629.020566910505;-15011.40892694518]
341,42,Foraging,Waiting Area,Adult,{},{},[57986.13658884168;52936.553527385;8759.197548029944]
341,48,Moving,Background,Adult,{},{},[39342.497955322266;38317.40115356445;-21719.6064453125]
341,51,Moving,Waiting Area,Adult,{},{41},[28139.184643685818;50584.85243546963;-8507.288106679916]
342,30,Foraging,Waiting Area,Adult,{},{31},[11225.961460858583;49252.26058794558;-14071.061558514833]
342,31,Foraging,Waiting Area,Adult,{},{49;30},[15632.04308328405;49302.502285309136;-14272.675197070464]
342,37,Foraging,Waiting Area,Adult,{},{},[29562.718033945188;53322.574037808925;7806.532921707723]
342,41,Low sitting/standing (stationary),Waiting Area,Adult,{},{49;51},[26854.858403969556;49663.15620202571;-15329.213889274746]
342,42,Foraging,Waiting Area,Adult,{},{},[58073.48691954464;52999.09228891134;8849.78699536249]
342,48,Moving,Background,Adult,{},{},[39521.51899948716;38341.8238491416;-21709.684941809624]
342,49,Moving,Waiting Area,Adult,{},{31;41},[19778.13481642306;49030.229913562536;-16938.34978699684]
342,51,Lying/resting (stationary),Waiting Area,Adult,{},{41},[28239.68903316185;50512.98446365446;-8580.706671573222]
343,30,Foraging,Waiting Area,Adult,{},{31},[11406.849292494357;49228.56879135966;-14093.498647242785]
343,31,Foraging,Waiting Area,Adult,{49},{49;30},[16528.878795443103;49155.45233796537;-15226.691483967006]
343,37,Foraging,Waiting Area,Adult,{},{},[29792.077779993415;53324.852762274444;7786.106190086342]
343,41,Low sitting/standing (stationary),Waiting Area,Adult,{},{49},[26991.047277867794;49649.573930084705;-15350.843406260014]
343,42,Foraging,Waiting Area,Adult,{},{},[58464.800964619964;53116.67111675814;9015.997110018507]
343,48,Moving,Background,Adult,{},{},[39672.39919194579;38338.01684322208;-21745.850408215076]
343,49,Foraging,Waiting Area,Adult,{31},{31;41},[20126.88406074047;49191.89946708083;-16845.55031104386]
343,51,Moving,Waiting Area,Adult,{},{},[39672.73264026642;49914.67594122887;-3767.289394259453]
344,30,Foraging,Waiting Area,Adult,{},{31},[11971.272647265345;49065.44921606034;-14331.348661998287]
344,31,Foraging,Waiting Area,Adult,{49},{49;30},[17483.449187599123;49314.671501249075;-14778.266369569115]
344,37,Foraging,Waiting Area,Adult,{},{},[34609.0408205986;53000.36304855347;8233.89273840189]
344,41,Low sitting/standing (stationary),Waiting Area,Adult,{},{49},[26302.010778158903;49736.145607471466;-15510.332179501653]
344,42,Foraging,Waiting Area,Adult,{},{},[58871.66895743087;53516.2425237447;9816.74967962224]
344,48,Moving,Background,Adult,{},{},[39863.811141073704;38372.89899852872;-21802.44157835841]
344,49,Foraging,Waiting Area,Adult,{31},{31;41},[19934.831199716777;49200.80048415065;-16747.81995384395]
344,51,Low sitting/standing (stationary),Waiting Area,Adult,{},{},[42931.686530638486;49219.98504292965;-2756.505211386597]
345,30,Moving,Waiting Area,Adult,{},{31},[14846.239944992587;49795.4652261287;-10361.093800399452]
345,31,Foraging,Waiting Area,Adult,{},{49;30},[16421.44457725063;49195.227293893695;-15150.444705063477]
345,37,Foraging,Waiting Area,Adult,{},{},[38349.77197153866;53036.140721559525;8390.738066267222]
345,41,Low sitting/standing (stationary),Waiting Area,Adult,{},{49},[26131.939581554383;49996.67617544159;-15802.475522586145]
345,42,Foraging,Waiting Area,Adult,{},{},[60300.36148842797;54658.97250940278;12357.367389391176]
345,48,Moving,Background,Adult,{},{},[40025.760837972164;38380.69288659096;-21845.368965387344]
345,49,Foraging,Waiting Area,Adult,{},{31;41},[20033.37614556402;49144.36266079545;-16882.382159531116]
345,51,Low sitting/standing (stationary),Waiting Area,Adult,{},{},[43094.4979788959;49191.93777871132;-2708.380071141757]
346,30,Moving,Waiting Area,Adult,{},{},[51184.521916050464;49385.91306062788;821.5285563712241]
346,31,Foraging,Waiting Area,Adult,{},{},[16028.545076675713;49246.19391182065;-15359.552207708359]
346,37,Foraging,Waiting Area,Adult,{},{},[40192.84106609225;53064.13581046462;8779.087834835052]
346,41,Low sitting/standing (stationary),Waiting Area,Adult,{},{},[24030.02488476038;49281.11613380909;-15924.612230300903]
346,51,Low sitting/standing (stationary),Waiting Area,Adult,{},{},[42904.071075066924;49202.00300578773;-2822.611241530627]
347,31,Foraging,Waiting Area,Adult,{},{51},[15711.302688046359;49278.45238575339;-15378.277988613583]
347,37,Foraging,Waiting Area,Adult,{},{},[37736.68766438961;53030.00954604149;7928.506089359522]
347,41,Low sitting/standing (stationary),Waiting Area,Adult,{},{},[25444.43555498123;49864.29559111595;-16323.710093542933]
347,51,Moving,Waiting Area,Adult,{},{31},[19435.22483563423;50205.77868461609;-10043.979542195797]
348,31,Foraging,Waiting Area,Adult,{},{},[12700.50344514288;48937.86037757993;-14861.295795835555]
348,37,Foraging,Waiting Area,Adult,{},{},[37377.19240236282;53036.0095641315;7812.862984407693]
348,41,Low sitting/standing (stationary),Waiting Area,Adult,{},{},[26512.01429899037;49536.92088062316;-16108.98798246961]
349,31,Foraging,Waiting Area,Adult,{},{},[11831.799714758992;49067.375738590956;-14437.973241828382]
349,37,Foraging,Waiting Area,Adult,{},{},[37296.71975162625;53042.93469251692;7819.2061028610915]
349,41,Low sitting/standing (stationary),Waiting Area,Adult,{},{},[26991.01430163905;49485.66432672739;-16122.616543963552]
350,31,Foraging,Waiting Area,Adult,{},{},[13579.615748966113;48924.63136053085;-15577.965641222894]
350,37,Foraging,Waiting Area,Adult,{},{},[37182.836566627026;53019.39364569634;7751.738680369221]
350,41,Low sitting/standing (stationary),Waiting Area,Adult,{},{},[27169.318510442972;49418.90389221907;-16140.504834853113]
351,30,Moving,Waiting Area,Adult,{},{},[10891.686596006155;43938.6789072752;-15637.801649570465]
351,31,Foraging,Waiting Area,Adult,{},{},[17489.151564311236;48908.694599125534;-15910.612348245457]
351,37,Foraging,Waiting Area,Adult,{},{},[37043.360128596425;53057.85335725546;7770.604003148153]
351,41,Low sitting/standing (stationary),Waiting Area,Adult,{},{},[27422.114064197987;49349.769789643586;-16171.344206638634]
352,30,Moving,Waiting Area,Adult,{},{},[11710.136185154319;46903.206264555454;-16455.855389282107]
352,31,Moving,Waiting Area,Adult,{41},{41},[25407.11348325759;48374.390862479806;-17691.080358177423]
352,37,Foraging,Waiting Area,Adult,{},{},[36938.72021406889;53044.725206941366;7702.56668664515]
352,41,Low sitting/standing (stationary),Waiting Area,Adult,{31},{31},[26211.029708448797;49957.74906903505;-16420.361153494567]
353,30,Moving,Waiting Area,Adult,{},{},[11710.136185154319;46903.206264555454;-16455.855389282107]
353,31,Moving,Waiting Area,Adult,{},{},[32040.418657779694;40652.589170217514;-13163.859868645668]
353,37,Foraging,Waiting Area,Adult,{},{},[35418.39973527193;52987.21491667628;7383.462619652972]
353,41,Low sitting/standing (stationary),Waiting Area,Adult,{},{},[25561.58407460712;49603.45867912099;-16756.555207509547]
354,31,Moving,Background,Adult,{},{},[37316.52695380151;40920.667730011046;-11976.525371862575]
354,37,Foraging,Waiting Area,Adult,{},{},[34760.254083901644;53010.076542675495;7298.78543503955]
354,41,Foraging,Waiting Area,Adult,{},{},[25879.784415230155;49906.01826441288;-16617.571252837777]
354,52,Foraging,Foraging,Adult,{},{},[4797.603583056014;43297.77638647333;-14886.082668543793]
355,31,Moving,Background,Adult,{},{},[48069.994886636734;46598.27978312969;-7970.697351150215]
355,37,Foraging,Waiting Area,Adult,{},{},[32990.31951439381;53127.92669022083;6975.0951603055]
355,41,Foraging,Waiting Area,Adult,{},{},[25792.106614988297;49992.68423230201;-16483.566784713417]
355,52,Foraging,Foraging,Adult,{},{},[4246.987971484661;43187.65237705037;-15230.435447266325]
356,31,Moving,Background,Adult,{},{},[59730.24684678018;48139.53238902986;-912.3240183962043]
356,37,Foraging,Waiting Area,Adult,{},{},[31358.861498877406;53136.04011532664;6699.738342080265]
356,41,Foraging,Waiting Area,Adult,{},{},[23214.229157406837;49049.40226175636;-15920.433389635757]
356,52,High sitting/standing (Vigilant),Foraging,Adult,{},{},[4140.96935101226;43196.9335270524;-15217.638425577432]
357,37,Foraging,Waiting Area,Adult,{},{},[29502.706004731357;53128.57931782305;6314.351568467915]
357,41,Foraging,Waiting Area,Adult,{},{},[20507.942791447043;49715.09015238285;-14997.773069791496]
357,52,High sitting/standing (Vigilant),Foraging,Adult,{},{},[4086.4580984394997;43201.07959419489;-15212.045301154256]
358,30,Foraging,Waiting Area,Adult,{41},{41},[18399.163338653743;49621.1832614243;-11327.314356353134]
358,37,Foraging,Waiting Area,Adult,{},{},[27327.736616656184;53219.6793589592;6195.344502910972]
358,41,Foraging,Waiting Area,Adult,{30},{30},[19887.019274376333;49519.54848188907;-14911.26226454787]
359,30,Foraging,Waiting Area,Adult,{41},{41},[18740.22764288634;49643.81363593042;-11320.786568286829]
359,31,Moving,Waiting Area,Adult,{},{},[84457.48236571997;60574.32023329288;39741.78430158645]
359,37,Foraging,Waiting Area,Adult,{},{},[21361.2313686423;53368.70259964466;6764.2572973091155]
359,41,Foraging,Waiting Area,Adult,{30},{30},[17886.137642685324;49337.08353830129;-14786.536620319821]
360,30,Foraging,Waiting Area,Adult,{41},{41},[19097.75589132309;49687.00270342827;-11258.483946025372]
360,31,Moving,Waiting Area,Adult,{},{},[75473.41936545074;60369.6515808478;38580.83294822276]
360,37,Foraging,Waiting Area,Adult,{},{},[21025.857516139746;53403.739847525954;6805.095571231097]
360,41,Foraging,Waiting Area,Adult,{30},{30;54},[17493.56246614456;49321.96815490723;-14717.668830633163]
360,54,Foraging,Waiting Area,Adult,{},{41},[11958.650152340531;47175.75543001294;-16583.009767726064]
